id,host_id,host_name,host_is_superhost,host_identity_verified,latitude,longitude,neighbourhood_cleansed,price,property_type,room_type,accommodates,bedrooms,bathrooms,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,review_scores_rating,availability_365,number_of_reviews,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
14461859,89059115,Elza,f,f,52.38445,4.87216,Westerpark,$80.00,Apartment,Entire home/apt,2,1,1,,$0.00,$50.00,1,$0.00,10,1125,88,0,5,f,moderate,f,f
14462366,22847584,Clemens,t,t,52.37278,4.88208,Centrum-West,$277.00,Apartment,Entire home/apt,3,2,1,,$500.00,$30.00,1,$0.00,2,1125,91,45,35,f,moderate,f,f
14462440,89108413,Ron,f,f,52.34849,4.8948,De Pijp - Rivierenbuurt,$110.00,Apartment,Entire home/apt,2,1,1,,$200.00,$35.00,1,$0.00,2,1125,80,0,5,f,moderate,f,f
14463976,65859990,Martijn,f,f,52.3541,4.8981,De Pijp - Rivierenbuurt,$165.00,Apartment,Entire home/apt,6,2,1.5,,$100.00,$50.00,1,$13.00,2,365,84,0,18,t,strict_14_with_grace_period,f,f
14467733,86714241,Andy,t,f,52.35585,4.99877,IJburg - Zeeburgereiland,$79.00,Apartment,Private room,2,1,1,,$100.00,,1,$0.00,2,30,94,33,30,f,strict_14_with_grace_period,f,f
14469372,82062485,Naveal,f,f,52.3489,5.01004,IJburg - Zeeburgereiland,$44.00,House,Private room,1,1,1,,,$8.00,1,$0.00,3,60,98,0,23,t,moderate,f,f
14469804,14411953,James,t,t,52.36364,4.9345,Oostelijk Havengebied - Indische Buurt,$125.00,Apartment,Entire home/apt,3,1,1,,,$25.00,2,$25.00,2,14,99,0,16,t,moderate,f,f
14469918,4897970,Inge,f,t,52.38175,4.89094,Centrum-West,$175.00,Apartment,Entire home/apt,2,1,1.5,,$150.00,$20.00,1,$0.00,3,14,96,318,15,f,strict_14_with_grace_period,f,f
14476731,3036391,Jiska,f,t,52.34136,4.90462,De Pijp - Rivierenbuurt,$139.00,Apartment,Entire home/apt,2,2,1.5,,$150.00,$45.00,1,$0.00,2,50,91,10,9,f,moderate,f,f
14477245,50793390,Liesbeth & Joost,t,t,52.37524,4.8741,Westerpark,$90.00,Apartment,Entire home/apt,2,1,1,,$400.00,$50.00,1,$0.00,3,30,99,27,27,f,moderate,f,f
14477411,925168,Sarah&Carl,f,t,52.37329,4.86323,De Baarsjes - Oud-West,$145.00,Apartment,Entire home/apt,2,1,1,,$0.00,$32.00,1,$0.00,3,17,96,3,14,f,strict_14_with_grace_period,f,f
14477568,89272786,Chantal,f,f,52.36907,4.86683,De Baarsjes - Oud-West,$160.00,Loft,Entire home/apt,2,1,1,,$0.00,$35.00,1,$0.00,2,1125,100,0,12,t,moderate,f,f
14477799,9955291,Simon,f,t,52.38245,4.8714,Westerpark,$109.00,Apartment,Entire home/apt,4,1,1,,$350.00,$35.00,2,$35.00,2,1124,84,0,40,t,strict_14_with_grace_period,f,f
14478040,10008585,Marije,f,t,52.38084,4.84963,Bos en Lommer,$85.00,Apartment,Entire home/apt,2,1,1,,,,1,$0.00,2,14,96,253,9,f,moderate,f,f
14479356,20023094,Sietze,f,f,52.35679,4.90846,Oud-Oost,$210.00,Apartment,Entire home/apt,4,2,1.5,,$0.00,$0.00,2,$15.00,3,1125,91,0,18,f,moderate,f,f
14479496,11224017,Jort,t,f,52.36323,4.90939,Centrum-Oost,$175.00,Apartment,Entire home/apt,2,1,1,,,$30.00,1,$0.00,2,1124,98,0,19,f,moderate,f,f
14479798,89294800,Fred,f,f,52.37215,4.86672,De Baarsjes - Oud-West,$82.00,Apartment,Entire home/apt,2,2,1,,$100.00,$40.00,2,$0.00,3,1125,,0,0,f,flexible,f,f
14479851,26088936,Isabelle,f,t,52.34446,4.89895,De Pijp - Rivierenbuurt,$155.00,Apartment,Entire home/apt,2,2,1,,$200.00,$50.00,1,$0.00,4,1125,100,0,8,f,strict_14_with_grace_period,f,f
14483179,89332594,Eva,f,f,52.37358,4.88101,Centrum-West,$120.00,Apartment,Entire home/apt,2,1,1,,,$50.00,1,$0.00,1,1125,91,0,85,t,flexible,f,f
14486766,11153808,Jacqueline,f,f,52.39277,4.944,Oud-Noord,$120.00,House,Entire home/apt,4,3,1,,$250.00,$80.00,2,$0.00,3,1125,97,188,6,f,moderate,f,f
14494147,13360831,Lena,f,t,52.35334,4.904,De Pijp - Rivierenbuurt,$90.00,Apartment,Entire home/apt,2,1,1,,$0.00,$25.00,1,$0.00,4,16,100,0,4,f,strict_14_with_grace_period,f,f
14494732,57926693,Renske,f,t,52.36493,4.88232,Centrum-Oost,$140.00,Apartment,Entire home/apt,2,1,1,,,,1,$0.00,2,21,100,0,9,t,strict_14_with_grace_period,f,f
14495423,30362937,Stephanie,f,t,52.3486,4.84705,Zuid,$100.00,Apartment,Entire home/apt,2,1,1,,$0.00,$30.00,1,$0.00,1,7,93,58,25,f,strict_14_with_grace_period,f,f
14495568,33424436,Paul,f,f,52.35602,4.88921,De Pijp - Rivierenbuurt,$175.00,Apartment,Entire home/apt,4,2,1,,$250.00,$55.00,2,$10.00,4,365,86,16,21,f,strict_14_with_grace_period,f,f
14495846,89489723,Mirthe,f,f,52.38024,4.88677,Centrum-West,$150.00,Apartment,Entire home/apt,2,1,1,,$150.00,$35.00,1,$0.00,2,1125,80,0,2,f,moderate,f,f
14495988,12471460,Michiel,f,f,52.37474,4.8736,Westerpark,$260.00,Apartment,Entire home/apt,4,2,2.5,,$500.00,$30.00,2,$55.00,3,1125,96,38,10,f,strict_14_with_grace_period,f,f
14498590,89504630,Jocelyn,f,f,52.38489,4.95765,Noord-Oost,$150.00,Apartment,Entire home/apt,4,3,2,,$400.00,$60.00,2,$25.00,2,1125,100,0,6,f,moderate,f,f
14499322,19530918,Robin,f,t,52.36188,4.86795,De Baarsjes - Oud-West,$85.00,Apartment,Private room,2,1,1,,,,1,$0.00,1,1125,100,0,3,f,strict_14_with_grace_period,f,f
14500890,19530918,Robin,f,t,52.36229,4.8662,De Baarsjes - Oud-West,$250.00,Apartment,Entire home/apt,4,2,2,,$0.00,$20.00,1,$0.00,1,1125,100,0,4,f,strict_14_with_grace_period,f,f
14501548,715492,Gaby & Thiago,f,t,52.35455,4.88399,Zuid,$144.00,Apartment,Entire home/apt,3,1,1,,,$45.00,1,$40.00,3,1125,87,43,47,f,strict_14_with_grace_period,f,f
14502171,66493208,Noortje,f,f,52.35417,4.89627,De Pijp - Rivierenbuurt,$350.00,Townhouse,Entire home/apt,4,4,1.5,,$0.00,$50.00,1,$0.00,3,19,95,7,13,f,flexible,f,f
14502175,89561047,Marie,f,f,52.37651,4.88015,Centrum-West,$160.00,Apartment,Entire home/apt,3,2,1,,,$50.00,2,$50.00,6,14,100,47,23,f,strict_14_with_grace_period,f,f
14504175,44175289,Catherine,f,f,52.34473,4.89228,De Pijp - Rivierenbuurt,$80.00,House,Private room,2,1,1,,,,1,$0.00,2,1125,90,262,43,f,moderate,f,f
14515228,11288209,Frits,f,f,52.34274,4.90626,De Pijp - Rivierenbuurt,$90.00,Apartment,Entire home/apt,2,1,1,,,$45.00,1,$0.00,3,1125,100,0,4,f,moderate,f,f
14518184,84864175,Kim,f,f,52.35619,4.90391,De Pijp - Rivierenbuurt,$93.00,Apartment,Entire home/apt,2,1,1,,$250.00,$25.00,1,$0.00,3,1125,80,0,1,f,moderate,f,f
14518348,20874828,Sonia,f,t,52.36648,4.87349,De Baarsjes - Oud-West,$125.00,Apartment,Entire home/apt,2,1,1.5,,$100.00,$20.00,1,$0.00,4,14,99,0,22,f,flexible,f,f
14520337,44751272,Max,f,t,52.36819,4.85625,De Baarsjes - Oud-West,$110.00,Apartment,Entire home/apt,4,1,1.5,,$250.00,$40.00,2,$23.00,2,60,100,0,10,f,flexible,f,f
14526096,26478960,Oguzhan,t,t,52.35295,5.00307,IJburg - Zeeburgereiland,$65.00,Apartment,Private room,1,1,1.5,,,$15.00,1,$0.00,1,31,99,65,52,t,moderate,f,f
14527517,19909435,Magda,f,t,52.35398,4.83996,Slotervaart,$60.00,Apartment,Private room,2,1,1.5,,,$10.00,1,$0.00,2,9,97,0,15,t,strict_14_with_grace_period,f,f
14530095,12568895,Leana,f,t,52.3469,4.90745,De Pijp - Rivierenbuurt,$100.00,Apartment,Private room,2,1,1,,$0.00,$5.00,1,$0.00,2,1125,93,0,3,f,strict_14_with_grace_period,f,f
14534373,1810956,Josselien,t,t,52.34928,4.89037,De Pijp - Rivierenbuurt,$120.00,Apartment,Entire home/apt,2,1,1,,$150.00,$0.00,1,$0.00,3,1125,97,0,23,t,flexible,f,f
14536691,82062485,Naveal,f,f,52.34875,5.01208,IJburg - Zeeburgereiland,$36.00,House,Private room,1,1,1,,,$5.00,1,$0.00,4,60,98,0,30,t,moderate,f,f
14540183,14183886,Luis,f,t,52.38228,4.87158,Westerpark,$140.00,Apartment,Entire home/apt,4,1,1.5,,,$50.00,2,$35.00,3,93,80,165,1,f,strict_14_with_grace_period,f,f
14541041,52494584,Eibert,f,f,52.3777,4.84902,Bos en Lommer,$89.00,Apartment,Entire home/apt,4,2,1.5,,$150.00,$45.00,2,$20.00,2,1125,85,7,11,f,strict_14_with_grace_period,f,f
14541228,89973988,Jelte,f,t,52.38466,4.87746,Westerpark,$108.00,Apartment,Entire home/apt,2,1,1,,$150.00,,1,$0.00,2,1125,96,0,5,f,strict_14_with_grace_period,f,f
14541464,4737740,Sophie,f,t,52.35295,4.89603,De Pijp - Rivierenbuurt,$94.00,Condominium,Entire home/apt,2,1,1,,$100.00,$20.00,2,$20.00,3,1125,98,0,21,f,moderate,f,f
14543325,14434824,Stijn,t,t,52.35245,4.8905,De Pijp - Rivierenbuurt,$150.00,Apartment,Entire home/apt,3,1,1,,"$1,000.00",$60.00,1,$0.00,2,64,98,0,32,f,strict_14_with_grace_period,f,f
14544313,88648628,Florentine,f,t,52.36203,4.90444,Centrum-Oost,$155.00,House,Entire home/apt,2,1,1,,$85.00,$30.00,1,$0.00,3,30,96,0,18,f,moderate,f,f
14544579,8142350,Marthe,f,t,52.35262,4.90545,De Pijp - Rivierenbuurt,$150.00,Apartment,Entire home/apt,2,1,1,,,$35.00,1,$0.00,2,1125,100,0,19,f,strict_14_with_grace_period,f,f
14544835,65859990,Martijn,f,f,52.38091,4.86884,Westerpark,$105.00,Apartment,Entire home/apt,4,1,1,,$100.00,$45.00,1,$13.00,3,365,69,0,34,t,strict_14_with_grace_period,f,f
14548324,2847616,Arie,t,f,52.39019,4.88707,Westerpark,$350.00,Houseboat,Entire home/apt,4,2,2.5,,$400.00,$120.00,4,$0.00,2,1125,93,68,3,t,strict_14_with_grace_period,f,f
14550863,90046962,Bart,f,t,52.37674,4.84485,Bos en Lommer,$100.00,Apartment,Entire home/apt,2,0,1,,,,1,$0.00,3,6,98,0,16,f,strict_14_with_grace_period,f,f
14552809,4632160,Marije,f,f,52.3765,4.84991,Bos en Lommer,$115.00,Apartment,Entire home/apt,2,1,1,,$0.00,$10.00,1,$0.00,3,1125,97,0,19,f,moderate,f,f
14553294,80036579,Evert,f,f,52.35402,4.89996,De Pijp - Rivierenbuurt,$170.00,Apartment,Entire home/apt,2,1,1,,,$20.00,1,$0.00,3,14,100,287,3,f,flexible,f,f
14553450,23885774,Humberto,f,t,52.38799,4.88031,Westerpark,$215.00,Apartment,Entire home/apt,4,2,1,,$100.00,$25.00,2,$45.00,3,5,93,0,4,f,moderate,f,f
14553702,38953420,Nadia,f,f,52.38447,4.8725,Westerpark,$90.00,Apartment,Entire home/apt,2,1,1,,$150.00,$25.00,1,$0.00,3,21,94,0,10,f,strict_14_with_grace_period,f,f
14554244,16037551,Valentina,f,t,52.38877,4.88016,Westerpark,$70.00,Apartment,Private room,2,1,1,,,$15.00,1,$0.00,1,5,95,0,24,f,moderate,f,f
14559157,50368365,Michael,f,t,52.35025,4.914,Oud-Oost,$105.00,Apartment,Private room,2,1,1,,,,1,$0.00,2,1125,,0,0,f,flexible,f,f
14559218,49073536,Angelique,f,f,52.37561,4.82136,Geuzenveld - Slotermeer,$210.00,House,Entire home/apt,5,3,1,,$0.00,$0.00,1,$0.00,2,1125,95,0,8,f,moderate,f,f
14559272,89273051,Martin&Tina,t,t,52.37336,4.90315,Centrum-Oost,$180.00,Apartment,Entire home/apt,2,0,1,,$0.00,$0.00,1,$0.00,3,1125,100,269,3,t,strict_14_with_grace_period,f,f
14560027,90174143,Lucie,f,f,52.34384,4.89087,De Pijp - Rivierenbuurt,$137.00,Apartment,Entire home/apt,2,1,1,,$100.00,$45.00,2,$11.00,2,365,96,0,10,f,strict_14_with_grace_period,f,f
14561521,89540448,Jan Luxury Hosting,f,f,52.37683,4.84457,Bos en Lommer,$150.00,Apartment,Entire home/apt,2,1,1,,,,1,$0.00,4,90,93,75,11,t,strict_14_with_grace_period,f,f
14561871,4473053,Jennifer,f,f,52.35352,4.92656,Watergraafsmeer,$165.00,Apartment,Entire home/apt,4,2,1.5,,$150.00,$70.00,4,$25.00,4,14,100,0,4,f,strict_14_with_grace_period,f,f
14562797,7542798,Emeline,f,f,52.37313,4.86068,De Baarsjes - Oud-West,$180.00,Apartment,Entire home/apt,2,2,1.5,,"$1,500.00",$30.00,1,$0.00,4,10,100,0,2,f,strict_14_with_grace_period,f,f
14563182,89483757,Moura,f,f,52.35306,4.90692,De Pijp - Rivierenbuurt,$195.00,House,Entire home/apt,2,1,1,,$300.00,$59.00,1,$0.00,1,2,95,0,12,f,moderate,f,f
14566624,5774667,Peter,t,f,52.38096,4.87673,Westerpark,$130.00,Apartment,Entire home/apt,2,1,1,,$250.00,$0.00,1,$0.00,3,1125,99,16,27,f,strict_14_with_grace_period,f,f
14571208,90276132,Merel,f,f,52.39025,4.88471,Westerpark,$150.00,House,Shared room,4,1,1,,,,1,$0.00,1,2,,0,0,f,flexible,f,f
14572858,1751718,Nicolette,f,t,52.36468,4.93689,Oostelijk Havengebied - Indische Buurt,$185.00,Apartment,Entire home/apt,4,3,1.5,,$150.00,$75.00,2,$35.00,2,30,96,3,17,f,moderate,f,f
14580491,7799444,Job & Fay,f,f,52.37537,4.85885,Bos en Lommer,$150.00,Apartment,Entire home/apt,2,1,1.5,,$0.00,$40.00,1,$0.00,3,25,99,13,40,f,strict_14_with_grace_period,f,f
14581357,89048200,Rick,f,f,52.34961,4.86256,Zuid,$119.00,Apartment,Entire home/apt,2,1,1,,$100.00,$30.00,1,$0.00,5,1124,97,0,6,f,moderate,f,f
14582791,13840244,Willem,f,t,52.35511,4.90016,De Pijp - Rivierenbuurt,$230.00,Townhouse,Entire home/apt,4,2,1,,,$50.00,1,$0.00,2,1125,98,0,12,f,flexible,f,f
14582916,8603065,Jonas,t,f,52.41538,4.92022,Noord-West,$159.00,Apartment,Entire home/apt,4,1,1,,$0.00,$0.00,2,$59.00,2,5,98,334,37,t,strict_14_with_grace_period,f,f
14583283,27356890,Pieter,f,t,52.34354,4.90156,De Pijp - Rivierenbuurt,$400.00,Apartment,Entire home/apt,3,2,2.5,,$200.00,$45.00,2,$35.00,2,1125,96,0,11,f,strict_14_with_grace_period,f,f
14584787,90413512,Sam,f,f,52.36254,4.94496,Oostelijk Havengebied - Indische Buurt,$134.00,Apartment,Entire home/apt,4,2,1.5,,$100.00,$45.00,2,$20.00,3,1125,93,0,30,f,flexible,f,f
14587372,37532654,Ronny And Louise,f,t,52.36464,4.94303,Oostelijk Havengebied - Indische Buurt,$195.00,Apartment,Entire home/apt,3,2,1,,$0.00,$0.00,3,$20.00,2,1125,100,0,12,f,moderate,f,f
14587893,90447072,Gaby,f,f,52.34986,4.84729,Zuid,$90.00,Apartment,Entire home/apt,2,1,1.5,,$150.00,$40.00,1,$0.00,4,1125,80,0,2,f,flexible,f,f
14588013,17320570,Suzanne,f,t,52.36273,4.84336,Slotervaart,$244.00,Apartment,Entire home/apt,4,2,1,,$200.00,$50.00,4,$50.00,4,1125,95,19,13,f,strict_14_with_grace_period,f,f
14588392,90451142,Wendy,f,f,52.35281,4.85394,Zuid,$175.00,Apartment,Entire home/apt,4,2,2,,$150.00,$35.00,2,$45.00,2,1125,,0,1,f,moderate,f,f
14588627,15381164,Anneke,t,t,52.35339,4.90746,De Pijp - Rivierenbuurt,$102.00,House,Private room,2,1,1.5,,,$50.00,1,$0.00,3,40,99,49,124,f,strict_14_with_grace_period,f,f
14589830,90469104,Thomas,t,f,52.29289,4.9951,Gaasperdam - Driemond,$50.00,House,Private room,2,1,1,,$0.00,$20.00,1,$30.00,2,90,97,317,78,t,moderate,f,f
14590254,22096530,Sergio,t,t,52.3555,4.89185,De Pijp - Rivierenbuurt,$200.00,Loft,Entire home/apt,2,1,1,,$0.00,$0.00,1,$0.00,2,27,97,82,46,f,moderate,f,f
14591839,3196188,Caspar,t,t,52.38363,4.87096,Westerpark,$130.00,Apartment,Entire home/apt,2,1,1,,$200.00,$30.00,2,$15.00,3,4,98,16,34,f,flexible,f,f
14591962,16435997,Nicky,t,f,52.32542,4.97726,Bijlmer-Oost,$297.00,Apartment,Entire home/apt,4,2,1,,$200.00,$35.00,2,$25.00,2,1125,99,163,18,f,strict_14_with_grace_period,f,f
14598729,81786297,Diar,f,f,52.35618,4.7843,Osdorp,$240.00,House,Entire home/apt,4,3,1,,$250.00,$35.00,1,$35.00,2,60,,0,1,f,strict_14_with_grace_period,f,f
14600623,90582651,Arthur,f,f,52.37983,4.8427,Bos en Lommer,$125.00,Apartment,Entire home/apt,2,1,1.5,,$0.00,$25.00,1,$0.00,3,1125,98,0,26,f,moderate,f,f
14600927,11701735,Marinke,f,f,52.34121,4.86749,Buitenveldert - Zuidas,$130.00,Apartment,Entire home/apt,3,2,1,,,$50.00,1,$0.00,2,1125,80,36,4,f,moderate,f,f
14601245,90594255,Emmanuelle,f,f,52.37301,4.85396,De Baarsjes - Oud-West,$90.00,Apartment,Entire home/apt,2,1,1,,$400.00,$40.00,1,$0.00,2,1125,90,0,2,f,moderate,f,f
14602663,13073031,Denis,t,t,52.37431,4.94593,Oostelijk Havengebied - Indische Buurt,$74.00,Other,Private room,2,1,1,,$0.00,$27.00,1,$0.00,2,30,96,7,74,t,moderate,f,f
14604039,89466350,Els,t,t,52.36167,4.90441,Centrum-Oost,$160.00,Boat,Private room,2,1,1.5,,$0.00,$0.00,1,$0.00,2,7,97,354,172,f,strict_14_with_grace_period,f,f
14606168,5815842,Elias,f,f,52.36104,4.9368,Oostelijk Havengebied - Indische Buurt,$160.00,Apartment,Entire home/apt,2,1,1.5,,$300.00,$59.00,2,$0.00,3,365,98,11,13,f,moderate,f,f
14608838,9052751,Gili,f,t,52.37266,4.87766,Centrum-West,$150.00,Apartment,Entire home/apt,2,1,1,,"$1,000.00",$50.00,1,$0.00,2,1125,100,0,3,f,moderate,f,f
14609502,90658584,Ria,f,t,52.40591,4.91084,Noord-West,$74.00,Guest suite,Private room,2,0,1.5,,$200.00,$25.00,1,$15.00,2,28,96,167,176,f,strict_14_with_grace_period,f,f
14609960,59950562,Sander,f,t,52.35785,4.85804,De Baarsjes - Oud-West,$150.00,Apartment,Entire home/apt,2,1,1,,$500.00,$15.00,1,$0.00,3,1125,98,0,22,f,moderate,f,f
14610348,48924726,Stephanie,t,t,52.35704,4.89575,De Pijp - Rivierenbuurt,$300.00,Apartment,Entire home/apt,2,1,1,,$150.00,$30.00,1,$0.00,1,10,100,353,26,f,strict_14_with_grace_period,f,f
14618209,21930443,Maaike,f,f,52.36313,4.86319,De Baarsjes - Oud-West,$87.00,Apartment,Entire home/apt,2,1,1,,$100.00,$45.00,2,$11.00,2,365,92,0,15,f,strict_14_with_grace_period,f,f
14618316,11288280,Livia,f,f,52.37401,4.90233,Centrum-Oost,$295.00,Loft,Entire home/apt,4,2,1,,$500.00,$40.00,1,$0.00,4,1125,98,209,17,f,moderate,f,f
14618848,90742552,Allard,f,f,52.37045,4.91104,Centrum-Oost,$195.00,Apartment,Entire home/apt,4,1,1,,$100.00,$45.00,2,$15.00,3,365,88,0,29,t,strict_14_with_grace_period,f,f
14619002,19482795,Alyssa,f,t,52.36946,4.89556,Centrum-West,$160.00,Apartment,Entire home/apt,4,1,1,,,$20.00,1,$0.00,2,1125,100,0,56,f,moderate,f,f
14619112,8041283,Vivian,f,t,52.3706,4.85235,De Baarsjes - Oud-West,$80.00,Apartment,Entire home/apt,4,1,1,,$150.00,$45.00,2,$15.00,3,1125,100,0,12,f,moderate,f,f
14620581,5288000,Christiaan,f,f,52.34731,4.90915,De Pijp - Rivierenbuurt,$100.00,Apartment,Entire home/apt,3,1,1,,$200.00,$40.00,1,$100.00,5,1125,80,51,3,f,strict_14_with_grace_period,f,f
14622016,21167882,Pauline,f,f,52.36171,4.90107,Centrum-Oost,$106.00,Apartment,Entire home/apt,4,2,2,,$100.00,$75.00,2,$10.00,7,180,94,260,57,t,strict_14_with_grace_period,f,f
14623521,4140155,Lianne,f,f,52.41061,4.90128,Noord-West,$119.00,House,Entire home/apt,4,4,1,,,$50.00,1,$0.00,3,1125,93,0,6,f,strict_14_with_grace_period,f,f
14623748,90777963,Karen,f,f,52.35876,4.92215,Oud-Oost,$119.00,House,Entire home/apt,4,1,1,,$200.00,$35.00,2,$30.00,2,1125,100,0,5,f,moderate,f,f
14624429,90782236,Roland,f,f,52.38741,4.88171,Westerpark,$89.00,Apartment,Entire home/apt,2,1,1.5,,$100.00,$40.00,1,$0.00,2,1125,92,0,6,f,strict_14_with_grace_period,f,f
14632503,90838986,Desta,f,f,52.37854,4.85068,Bos en Lommer,$75.00,Apartment,Entire home/apt,3,2,1,,,,1,$0.00,3,7,,0,0,f,flexible,f,f
14640054,3886333,Sheila,t,f,52.37026,4.93908,Oostelijk Havengebied - Indische Buurt,$50.00,Apartment,Private room,2,1,1,,,$25.00,1,$0.00,2,5,95,22,97,f,moderate,f,f
14642584,24280222,Ronald,f,t,52.37125,4.93177,Centrum-Oost,$115.00,Apartment,Entire home/apt,2,1,1,,,$25.00,1,$0.00,2,30,97,225,29,f,strict_14_with_grace_period,f,f
14644724,90918176,Jerry,f,f,52.33911,4.91793,Watergraafsmeer,$100.00,Apartment,Entire home/apt,2,0,1,,,,1,$0.00,4,12,93,15,12,t,moderate,f,f
14645445,3558013,Julie,f,t,52.36236,4.93563,Oostelijk Havengebied - Indische Buurt,$999.00,Apartment,Private room,1,1,1,,,,1,$0.00,99,1125,100,365,2,f,flexible,f,f
14652036,72125061,Lorena,f,f,52.379,4.89496,Centrum-West,$90.00,Apartment,Private room,2,1,1,,,$20.00,1,$0.00,1,1125,90,98,195,t,strict_14_with_grace_period,f,f
14657493,4493980,Desiree,f,t,52.35182,4.92926,Watergraafsmeer,$180.00,Townhouse,Entire home/apt,4,4,1.5,,$100.00,$60.00,1,$0.00,4,30,100,13,17,f,moderate,f,f
14659123,91055585,Lotte,f,f,52.37738,4.83054,Geuzenveld - Slotermeer,$25.00,Apartment,Shared room,2,1,1.5,,,,1,$0.00,1,3,100,0,4,f,moderate,f,f
14660058,51161319,Kamal,f,f,52.36212,4.88589,Centrum-Oost,$130.00,Apartment,Entire home/apt,2,1,1,,,$25.00,1,$0.00,3,1125,100,0,4,f,moderate,f,f
14660718,8160729,Laura,f,t,52.35164,4.89273,De Pijp - Rivierenbuurt,$105.00,Apartment,Entire home/apt,4,2,1,,$300.00,$50.00,1,$0.00,2,20,99,0,14,f,moderate,f,f
14661287,35263107,Anne,f,t,52.36974,4.85983,De Baarsjes - Oud-West,$109.00,Apartment,Entire home/apt,2,1,1.5,,,,2,$0.00,4,15,99,134,30,f,moderate,f,f
14663450,89081971,Paul,f,f,52.35144,4.84829,Zuid,$100.00,Apartment,Entire home/apt,2,1,1,,$150.00,$35.00,1,$0.00,2,1125,,0,0,f,moderate,f,f
14665429,26204553,Amélie,f,t,52.36916,4.94075,Oostelijk Havengebied - Indische Buurt,$60.00,Apartment,Private room,2,1,1,,$0.00,$0.00,2,$20.00,2,1125,99,0,30,f,moderate,f,f
14665451,91115820,Sjef,f,f,52.37562,4.94437,Oostelijk Havengebied - Indische Buurt,$175.00,Boat,Entire home/apt,5,0,1,,$0.00,$75.00,1,$0.00,2,7,97,94,74,f,moderate,f,f
14665642,91118246,Janneke,f,t,52.34611,4.86019,Zuid,$68.00,Apartment,Private room,2,1,1,,$100.00,$25.00,1,$0.00,2,1125,94,226,67,f,moderate,f,f
14667779,30268954,Max,f,t,52.35711,4.92543,Oud-Oost,$150.00,Apartment,Entire home/apt,2,1,1,,$150.00,$45.00,1,$0.00,2,1125,80,0,4,f,moderate,f,f
14668063,91056980,Jeroen & Helmie,f,t,52.35256,4.99836,IJburg - Zeeburgereiland,$214.00,House,Entire home/apt,4,3,2,,$500.00,$75.00,4,$0.00,3,1125,93,26,12,f,strict_14_with_grace_period,f,f
14669536,2686549,Rogier,f,f,52.37549,4.85876,Bos en Lommer,$108.00,Apartment,Entire home/apt,2,1,1,,,$20.00,1,$0.00,2,1125,96,12,16,f,flexible,f,f
14674993,3663776,James,f,f,52.35422,4.89318,De Pijp - Rivierenbuurt,$120.00,Apartment,Entire home/apt,4,1,1,,$150.00,$45.00,2,$30.00,4,4,88,1,10,f,moderate,f,f
14675595,1464510,Michiel And Jane,f,f,52.35515,4.89095,De Pijp - Rivierenbuurt,$139.00,Apartment,Entire home/apt,4,1,1,,$100.00,$45.00,1,$8.00,2,365,80,0,1,t,strict_14_with_grace_period,f,f
14676095,9258547,Jolien,f,f,52.35246,4.85388,Zuid,$130.00,Apartment,Entire home/apt,2,1,1.5,,$150.00,$45.00,1,$0.00,5,1125,90,0,2,f,moderate,f,f
14677564,424325,Dragan,f,f,52.36664,4.91203,Centrum-Oost,$120.00,Apartment,Entire home/apt,2,2,1,,,,1,$0.00,2,60,92,0,15,f,flexible,f,f
14680270,1464510,Michiel And Jane,f,f,52.35641,4.9235,Oud-Oost,$119.00,Apartment,Entire home/apt,2,1,1.5,,$100.00,$45.00,1,$13.00,3,365,92,0,21,t,strict_14_with_grace_period,f,f
14682515,91280927,Gabri,f,t,52.35486,4.85133,Zuid,$400.00,Townhouse,Entire home/apt,4,3,1,,$500.00,$60.00,1,$0.00,3,15,,0,0,f,moderate,f,f
14683574,14874061,Jasper,f,f,52.35921,4.8544,De Baarsjes - Oud-West,$125.00,Apartment,Entire home/apt,4,1,1,,$100.00,$45.00,2,$25.00,2,1125,95,0,15,f,strict_14_with_grace_period,f,f
14684283,18991270,Maria,f,t,52.31731,4.98776,Bijlmer-Oost,$48.00,Townhouse,Private room,2,1,1,,$250.00,$35.00,1,$0.00,2,100,89,0,26,f,moderate,f,f
14684840,6785022,Marijn,f,t,52.37417,4.90484,Centrum-Oost,$195.00,Apartment,Entire home/apt,2,1,1,,$100.00,$80.00,1,$0.00,5,11,100,68,3,f,strict_14_with_grace_period,f,f
14688445,4348939,Anne,t,f,52.38775,4.9264,Oud-Noord,$100.00,House,Entire home/apt,2,1,1,,,,1,$0.00,2,31,98,7,23,f,strict_14_with_grace_period,f,f
14689234,20346940,Heine,f,t,52.40201,4.89469,Oud-Noord,$450.00,Boat,Entire home/apt,12,6,2,,,$100.00,1,$0.00,1,90,94,10,15,f,moderate,f,f
14700225,698086,Ouriel,f,t,52.37188,4.86389,De Baarsjes - Oud-West,$150.00,Apartment,Entire home/apt,4,2,1.5,,$150.00,$40.00,2,$15.00,2,1125,90,0,20,f,strict_14_with_grace_period,f,f
14703715,65859990,Martijn,f,f,52.3546,4.88944,De Pijp - Rivierenbuurt,$88.00,Apartment,Entire home/apt,3,1,1,,$100.00,$40.00,1,$11.00,3,365,87,0,23,t,strict_14_with_grace_period,f,f
